UUID;QUOTE_TRANSCRIPTION;ANCHOR;TYPE;URI;VOCAB_LABEL;LAT;LNG;PLACE_TYPE;VERIFICATION_STATUS;TAGS;COMMENTS
0116ba19-39bd-4c87-850c-c5de91e19714;Εὐφράτου;char-offset:6657;PLACE;http://pleiades.stoa.org/places/912849;Euphrates;33.82173363333333;42.27809201666667;river;VERIFIED;natural feature|water mass|river;
223ca121-13f8-4386-94bd-d0be39895102;Μάζακα
Καππαδοκῶν;char-offset:6670;PLACE;http://pleiades.stoa.org/places/629035;Mazaka/Eusebeia/Caesarea|Caesarea/Mazaka/Eusebeia, Kayseri;38.733252;35.483548;settlement;VERIFIED;settlement;
bef44a87-4d78-4c0a-a03f-56a7c4cd68ca;Μαζάκων;char-offset:6709;PLACE;http://pleiades.stoa.org/places/629035;Mazaka/Eusebeia/Caesarea|Caesarea/Mazaka/Eusebeia, Kayseri;38.733252;35.483548;settlement;VERIFIED;settlement;
1328d207-185d-4604-bf02-b98c389b11ca;Φρυγίας τῆς παρορίου;char-offset:6721;PLACE;http://pleiades.stoa.org/places/982260;Phrygia Paroreius;37.5;32.5;province;VERIFIED;region;
f76f4cd4-e05c-4db1-9905-8be5b1b5be96;μεγάλης;char-offset:6746;PLACE;;;;;;UNVERIFIED;region;
7d0620f4-60ec-4633-a94f-0b660c11a38d;Καρίας;char-offset:6758;PLACE;http://pleiades.stoa.org/places/1001916;Karia;37.5;27.5;province;VERIFIED;region;
d16e4c3e-c655-4591-aa48-e34bde519a9f;Ἐφέσου;char-offset:6769;PLACE;http://pleiades.stoa.org/places/599612;Ephesus/Arsinoe(ia)|Ephesos/Ephesus/Arsinoeia/Arsinoe, Efes, Selçuk;37.941944;27.339722;theatre,settlement,temple-2,architecturalcomplex;VERIFIED;settlement;
313c7024-cc7f-4c2c-8de1-e55c238f74fe;Γάγγου;char-offset:6799;PLACE;http://pleiades.stoa.org/places/59822;Ganges fl.;25.621435;86.51155633333333;river;VERIFIED;natural feature|water mass|river;
41de0304-743e-4748-aeb1-7fd5e6f7cd3d;Ἔφεσον;char-offset:6810;PLACE;http://pleiades.stoa.org/places/599612;Ephesus/Arsinoe(ia)|Ephesos/Ephesus/Arsinoeia/Arsinoe, Efes, Selçuk;37.941944;27.339722;theatre,settlement,temple-2,architecturalcomplex;VERIFIED;settlement;
4076a5ec-d6f0-4736-a48d-d98cb38e936f;Ἐφέσου;char-offset:6860;PLACE;http://pleiades.stoa.org/places/599612;Ephesus/Arsinoe(ia)|Ephesos/Ephesus/Arsinoeia/Arsinoe, Efes, Selçuk;37.941944;27.339722;theatre,settlement,temple-2,architecturalcomplex;VERIFIED;settlement;
4f91199e-04d7-4daa-974b-0f9e3cc7d37c;Δῆλον;char-offset:6871;PLACE;http://pleiades.stoa.org/places/599588;Delos (island)|Delos Ins., Delos;37.38201;25.27091;island;VERIFIED;natural feature|island;
83178b2f-d1de-4ef4-91d2-a3dac1cb2aa2;Αἰγαίου;char-offset:6885;PLACE;http://pleiades.stoa.org/places/560221;Aegaeum Mare;37.42245628773585;25.8829628235849;water-open;VERIFIED;natural feature|water mass|sea;
cd74040b-f1f9-46b3-a794-8d2ec10fcb15;Ἰσθμὸν;char-offset:6909;PLACE;http://pleiades.stoa.org/places/570317;Isthmos;37.9510881;22.9602226;isthmus;VERIFIED;natural feature|isthmus;
46730701-9975-4ca5-b290-a11c949ede02;Ἰσθμοῦ;char-offset:6932;PLACE;http://pleiades.stoa.org/places/570317;Isthmos;37.9510881;22.9602226;isthmus;VERIFIED;natural feature|isthmus;
acd59a42-7fba-4889-9c05-35ac861f6e60;Κορινθίου κόλπου;char-offset:6943;PLACE;;;;;;UNVERIFIED;;
22c8c8a2-c79c-48e7-b517-a7916f2e2001;Κορινθίου;char-offset:6943;PLACE;http://pleiades.stoa.org/places/570181;Corinthiacus Sinus;38.175407050000004;22.395744800000003;water-open;VERIFIED;natural feature|water mass|gulf;
98bba0ab-1cc9-427b-902e-46d3124dfd4c;Πάτρας;char-offset:6964;PLACE;http://pleiades.stoa.org/places/570567;Patra(e)|Patrae/Patra, Patras;38.243265;21.738518;settlement;VERIFIED;settlement;
d2601c29-e096-438a-a917-cdd9631f3c6b;Λευκάδα;char-offset:6986;PLACE;http://pleiades.stoa.org/places/530975;Leucas (island)|Leucas Ins., Leukas, Leukada;38.70819;20.64944;island;VERIFIED;natural feature|island;
c4c94504-f456-495b-8211-ca871987e9b6;Κόρκυραν;char-offset:7008;PLACE;http://pleiades.stoa.org/places/530835;Corcyra (island)|Corcyra Ins., Kerkyra/Corfu;39.666667;19.75;island;VERIFIED;natural feature|island;
3eaa45ed-f262-4040-83fe-f277b25ffb2f;Ἀκροκεραύνια ὄρη;char-offset:7031;PLACE;;;;;;UNVERIFIED;;
68ad1d29-138c-4494-8ecb-43e6ec3e32db;Ἀκροκεραύνια;char-offset:7031;PLACE;http://pleiades.stoa.org/places/481785;Ceraunii M.|Ceraunii M., Ceraunian Mountains;40.198056;19.638889;mountain;VERIFIED;natural feature|mountain;
4b1736ce-7c80-47bd-a81d-91a1daca5f5c;Βρεντέσιον;char-offset:7063;PLACE;http://pleiades.stoa.org/places/442509;Brundisium/Brentesion|Brundisium/Brentesion, Brindisi|Brindisi;40.641136;17.946867;settlement,port;VERIFIED;settlement;
56d41ec4-ca2e-4544-ab85-d80d58c2403c;Βρεντεσίου;char-offset:7088;PLACE;http://pleiades.stoa.org/places/442509;Brundisium/Brentesion|Brundisium/Brentesion, Brindisi|Brindisi;40.641136;17.946867;settlement,port;VERIFIED;settlement;
e7f09a44-06cd-40e7-b403-eea3476d579e;Ρώμης;char-offset:7119;PLACE;http://pleiades.stoa.org/places/423025;Roma|Roma, Roma|Rome;41.89262;12.4843457;settlement,urban;VERIFIED;settlement;
33af0846-f7dd-4e00-899d-90b0c97ef760;Ῥώμης;char-offset:7142;PLACE;http://pleiades.stoa.org/places/423025;Roma|Roma, Roma|Rome;41.89262;12.4843457;settlement,urban;VERIFIED;settlement;
716af796-b66a-4764-9fdc-b6fc24123e2f;Αλπεις;char-offset:7157;PLACE;http://pleiades.stoa.org/places/167636;Alpes Cottiae;44.670438;7.0288105000000005;mountain;VERIFIED;natural feature|mountain;
2db45ecf-0b8b-4e44-924a-4b9361a2495c;Σκιγγομάγου
κώμης;char-offset:7168;PLACE;;;;;;UNVERIFIED;region;
e977e165-92b7-4331-ba70-08d0755749d7;Σκιγγομάγου;char-offset:7168;PLACE;http://pleiades.stoa.org/places/167914;Scingomagus|Scingomagus, Exilles|Exilles;45.09775;6.92952;station;VERIFIED;settlement;
4c50158f-a4e6-46c3-83a4-ec2da2efc1f2;Ἄλπεσιν;char-offset:7195;PLACE;http://pleiades.stoa.org/places/167636;Alpes Cottiae;44.670438;7.0288105000000005;mountain;VERIFIED;natural feature|mountain;
3c5db948-a1ee-4cb1-b1b8-9d109eb3a89b;Κελτικῆς;char-offset:7232;PLACE;http://pleiades.stoa.org/places/993;Gallia;44.730982100000006;3.5988981583333333;region;VERIFIED;region;
d757a94f-9faa-4708-af52-419abee88064;πόλεως ’Ιλλυγύρεως;char-offset:7246;PLACE;;;;;;UNVERIFIED;;
e65205f0-a406-4e23-9493-59267d88be9d;Ιλλυγύρεως;char-offset:7254;PLACE;http://pleiades.stoa.org/places/246433;Ill(ib)erris/Helena|Illiberris/Illerris/Helena, Elne|Elne;42.5995;2.9726;settlement;VERIFIED;settlement;
90e4ead2-5927-41dc-b8e9-3b9d438a5135;Πυρήνῃ;char-offset:7272;PLACE;http://pleiades.stoa.org/places/246582;Pyrenaei (mountains)|Pyrenaei Mons, Pyrenees Mts.;42.67;1.0;mountain;VERIFIED;natural feature|mountain;
4746cee9-2f24-4ea3-a01d-b860e4113b93;Ἰβηρίας;char-offset:7308;PLACE;http://pleiades.stoa.org/places/1027;Hispania;42.5;-7.5;province;VERIFIED;region;
f0a3cfa6-5916-470a-acd0-044ae3de8179;Γαδείρων;char-offset:7320;PLACE;http://pleiades.stoa.org/places/256177;Gadeira/Gades/Col. Augusta Gaditana|Gades/Gadeira/Col. Augusta Gaditana, Cádiz;36.528381;-6.294444;arch,theatre,townhouse,settlement;VERIFIED;settlement;
91dc2ba3-3dcd-4668-a414-5ed8634e77ab;Γάδειρα;char-offset:7362;PLACE;http://pleiades.stoa.org/places/256177;Gadeira/Gades/Col. Augusta Gaditana|Gades/Gadeira/Col. Augusta Gaditana, Cádiz;36.528381;-6.294444;arch,theatre,townhouse,settlement;VERIFIED;settlement;
02b3de55-38c6-45bc-9826-41998de129c3;τῶν πανδοκίων;char-offset:7374;PLACE;;;;;;UNVERIFIED;;
5a0a477d-8002-4d50-9a72-e7612e560ff7;Γάγγου;char-offset:7407;PLACE;http://pleiades.stoa.org/places/59822;Ganges fl.;25.621435;86.51155633333333;river;VERIFIED;natural feature|water mass|river;
fcc4c86a-0a1b-4e15-9fe7-003f6db7448e;Γάδειρα;char-offset:7418;PLACE;http://pleiades.stoa.org/places/256177;Gadeira/Gades/Col. Augusta Gaditana|Gades/Gadeira/Col. Augusta Gaditana, Cádiz;36.528381;-6.294444;arch,theatre,townhouse,settlement;VERIFIED;settlement;
9effdfd9-9be2-47a0-ba0a-f6db4081432a;οἰκουμένης;char-offset:7475;PLACE;;;;;;UNVERIFIED;concept;
c7787e66-deba-423f-a5a4-36b67bfc3ba0;Αἰθιοπικῆς θαλάσσης;char-offset:7494;PLACE;;;;;;UNVERIFIED;;
0cc9019c-5f07-43ff-aee8-42cff2451975;Αἰθιοπικῆς;char-offset:7494;PLACE;;;;;;UNVERIFIED;natural feature|water mass|sea;
4859307e-cf36-4c66-b129-5f9fa7a66cfd;Μερόην;char-offset:7518;PLACE;http://pleiades.stoa.org/places/805630;Meroe|Meroe, Begrawiya;16.94;33.75;settlement;VERIFIED;settlement;
1a4affaf-bafd-420a-b8a5-4756e4d39dfe;Μερόης;char-offset:7541;PLACE;http://pleiades.stoa.org/places/805630;Meroe|Meroe, Begrawiya;16.94;33.75;settlement;VERIFIED;settlement;
52748935-4ca0-4d9b-be75-1f49cd296abc;Ἀλεξάνδρειαν;char-offset:7552;PLACE;http://pleiades.stoa.org/places/727070;Alexandria|Alexandria, Alexandria;31.195371;29.904133;cemetery,temple-2,architecturalcomplex,theatre,port,settlement;VERIFIED;settlement;
f75e4fa1-c819-4154-8873-b0c3886d6fe1;Ἀλεξανδρείας;char-offset:7589;PLACE;http://pleiades.stoa.org/places/727070;Alexandria|Alexandria, Alexandria;31.195371;29.904133;cemetery,temple-2,architecturalcomplex,theatre,port,settlement;VERIFIED;settlement;
e3f34520-264f-466b-814a-f114ea1fb25e;Τάναϊν;char-offset:7606;PLACE;http://pleiades.stoa.org/places/59844;Iaxartes/Silis/Tanais fl.;45.7077742;63.5889496;river;VERIFIED;natural feature|water mass|river;
ff30a3bd-c2bf-41dd-a6fe-ba6879425b2f;Τανάιδος;char-offset:7654;PLACE;http://pleiades.stoa.org/places/59844;Iaxartes/Silis/Tanais fl.;45.7077742;63.5889496;river;VERIFIED;natural feature|water mass|river;
e1d3a88f-0511-4b86-bf0a-048b9cbefefc;Ἀλεξανδρείας;char-offset:7696;PLACE;http://pleiades.stoa.org/places/727070;Alexandria|Alexandria, Alexandria;31.195371;29.904133;cemetery,temple-2,architecturalcomplex,theatre,port,settlement;VERIFIED;settlement;
0b676331-b34a-4ad4-946d-79754f041c80;Λίνδον;char-offset:7714;PLACE;http://pleiades.stoa.org/places/589913;Lindos|Lindos, Lindos;36.0913239;28.0881777;settlement,temple-2;VERIFIED;settlement;
91b33eff-feb8-4351-a327-80a8ca47a642;Λίνδον Ῥόδου;char-offset:7714;PLACE;;;;;;UNVERIFIED;;
03e5c5c5-cebb-45cd-8444-9e7c951a49c3;Ῥόδου;char-offset:7721;PLACE;http://pleiades.stoa.org/places/590031;Rhodos (island)|Rhodos Ins., Rhodos;36.195597;27.964125;island;VERIFIED;natural feature|island;
bd8c4eb8-e68b-41a5-bb56-987db6c68e1c;Θοάντιον;char-offset:7746;PLACE;http://pleiades.stoa.org/places/590079;Thoantion Pr.;34.75;26.25;cape;VERIFIED;natural feature|promontory;
5c195e48-bf2b-4159-b0c6-e8dd9737534b;῾Ρόδον;char-offset:7774;PLACE;http://pleiades.stoa.org/places/590031;Rhodos (island)|Rhodos Ins., Rhodos;36.195597;27.964125;island;VERIFIED;natural feature|island;
ed4a1338-41a8-45d0-b626-8a9f3d0ce5fc;Τῆλον;char-offset:7795;PLACE;http://pleiades.stoa.org/places/599961;Telos (island)|Telos Ins., Tilos;36.43919;27.31749;island;VERIFIED;natural feature|island;
ee251aaa-d7d3-404b-8031-ec64717e7f6d;Λακτῆρα τῆς Κῴας;char-offset:7816;PLACE;;;;;;UNVERIFIED;;
4315868a-55da-45c0-a6f4-2e652b6b97f8;Λακτῆρα;char-offset:7816;PLACE;http://pleiades.stoa.org/places/599748;Lak(e)ter Pr.|Laketer Pr./Lakter Pr., on Kos;36.7578;27.1123;cape;VERIFIED;natural feature|promontory;
2b74d90d-f802-446c-856c-924145c887a2;Κῴας;char-offset:7828;PLACE;http://pleiades.stoa.org/places/599581;Kos/Cos (island)|Kos/Cos, Kos;36.844;27.17;island;VERIFIED;natural feature|island;
9e0e48bd-17a9-41ec-aa3b-e40ecce8423d;Δρέπανον;char-offset:7849;PLACE;http://pleiades.stoa.org/places/462187;Drepanum|Drepanum, Trapani;38.017128;12.51782;settlement,port;VERIFIED;natural feature|promontory;
3e8c230b-d77a-450e-8e92-34c210a2546c;Δρέπανον Κῴας;char-offset:7849;PLACE;;;;;;UNVERIFIED;;
ac681aef-5bd5-46a5-8b3c-d0b2a5064ecf;Κῴας;char-offset:7858;PLACE;http://pleiades.stoa.org/places/599581;Kos/Cos (island)|Kos/Cos, Kos;36.844;27.17;island;VERIFIED;natural feature|island;
9d0d2b21-fbc5-4ec3-aa45-d772a8988bf2;Ἀρκίτιν νῆσον;char-offset:7877;PLACE;;;;;;UNVERIFIED;;
06fd2bfb-7411-45a0-a88a-c9b12a7c11ca;Ἀρκίτιν;char-offset:7877;PLACE;http://pleiades.stoa.org/places/599477;Akrite (island)|Akrite Ins., Arkoi;37.4125411;26.7185965;island;VERIFIED;natural feature|island;
10eac610-f9e1-48b3-9792-207397fc3521;Κορσίας;char-offset:7906;PLACE;http://pleiades.stoa.org/places/599726;Korsiai (islands)|Korsiai Inss., Phournoi;37.566667;26.5;island,archipelago;VERIFIED;natural feature|island;
965aa977-f62f-46b9-983e-3aa48d3a8a23;Σαμίων;char-offset:7921;PLACE;http://pleiades.stoa.org/places/599926;Samos (island)|Samos Ins., Samos;37.73;26.84;island;VERIFIED;;#documentation: this and similar instances are not marked as ethnos because they do not indicate a location, but are used as attributes for other places.
aa539bd5-a289-46f5-b9e3-bcc9cbf82594;Σαμίων
Ἄμπελον;char-offset:7921;PLACE;;;;;;UNVERIFIED;;
3e77c814-3155-42d6-8692-916421d40045;Ἄμπελον;char-offset:7928;PLACE;http://pleiades.stoa.org/places/599487;Ampelos Pr.|Ampelos Pr., Aspro Kabo, Samos;37.64653;26.88089;cape;VERIFIED;;
e0be2872-6f16-4c25-a1b4-8dc5a1aa2bb4;Αἰγαῖον;char-offset:7953;PLACE;http://pleiades.stoa.org/places/560221;Aegaeum Mare;37.42245628773585;25.8829628235849;water-open;VERIFIED;natural feature|water mass|sea;
fc2ab71b-6e8e-40d9-86cc-67dcf7878e68;Ἄργεννον;char-offset:7961;PLACE;http://pleiades.stoa.org/places/550448;Argennon Pr.|Argennon Pr., Ak Burun;38.265;26.235;cape;VERIFIED;natural feature|promontory;
907c5dec-2bf8-4504-8fb1-cea4d410c562;Αἰγαίου;char-offset:7979;PLACE;http://pleiades.stoa.org/places/560221;Aegaeum Mare;37.42245628773585;25.8829628235849;water-open;VERIFIED;natural feature|water mass|sea;
ad44eff1-d201-4711-9789-7596c018b134;Ἐρυθραῖον Κορυναῖον;char-offset:8004;PLACE;http://pleiades.stoa.org/places/550505;Corynaeum? Pr.|Corynaeum? Pr., Çolak Burnu;38.44509;26.39658;cape;VERIFIED;natural feature|promontory;
a8bcd3a4-e91d-4d75-93bc-cbd78396ddda;Φλίον;char-offset:8039;PLACE;http://pleiades.stoa.org/places/550820;Phanai Pr.|Phanai Pr., Mastikho;38.14667;26.0125;cape;VERIFIED;natural feature|promontory;
6ac3b7f8-927b-43a3-bad5-c39b7dbb2635;Φλίον ἄκρον;char-offset:8039;PLACE;;;;;;UNVERIFIED;;
955a98c9-095a-4aa2-a346-aaaadfa65374;Φλίον ἄκρον
Χίου;char-offset:8039;PLACE;;;;;;UNVERIFIED;;
dc1601ad-2155-4f24-9451-bb4b84b83bd1;Χίου;char-offset:8051;PLACE;http://pleiades.stoa.org/places/550497;Chios (island)|Chios Ins., Chios;38.414;26.053;island;VERIFIED;natural feature|island;
18a74363-47d5-4f6e-9e26-6287f1251ed1;Μελανέα;char-offset:8070;PLACE;http://pleiades.stoa.org/places/550715;Malia Pr.|Malia Pr., Agrelias, Lesbos;39.00925;26.60745;cape;VERIFIED;natural feature|promontory;
c6e14905-da51-4910-99a7-5554afd28fea;Μελανέα ἄκρον Λέσβου;char-offset:8070;PLACE;;;;;;UNVERIFIED;;
6c8dc706-dfc3-4da7-9555-29dcab456d69;Λέσβου;char-offset:8084;PLACE;http://pleiades.stoa.org/places/550696;Lesbos (island)|Lesbos Ins., Lesbos;39.20874;26.10052;island;VERIFIED;natural feature|island;
466996cc-8129-4a17-ab78-341534c5ef92;Σίγριον;char-offset:8107;PLACE;http://pleiades.stoa.org/places/550879;Sigrion Pr.|Sigrion Pr., Sigri;39.18879;25.8317;cape;VERIFIED;natural feature|promontory;
a1967285-0aa7-4c15-aeee-76d9f71e1e92;Σίγριον
Λέσβου;char-offset:8107;PLACE;;;;;;UNVERIFIED;;
15ce8d15-86c3-40b3-9d84-6cdd7f3a51c2;Λέσβου;char-offset:8115;PLACE;http://pleiades.stoa.org/places/550696;Lesbos (island)|Lesbos Ins., Lesbos;39.20874;26.10052;island;VERIFIED;natural feature|island;
dd371f72-5554-4b52-8a93-d76d6ef5e7c4;Τένεδον;char-offset:8136;PLACE;http://pleiades.stoa.org/places/550912;Tenedos (island)|Tenedos Ins., Bozcaada;39.816667;26.05;island;VERIFIED;natural feature|island;
aab2633c-0dca-41d2-88a1-a53e6c5b3018;Τένεδον νῆσον;char-offset:8136;PLACE;;;;;;UNVERIFIED;;
9f6d6145-2f61-4917-8116-c707d0b2eda0;Σίγειον;char-offset:8165;PLACE;http://pleiades.stoa.org/places/550878;Sigeion Pr.|Sigeion Pr., Kumkale;40.00867;26.19813;cape;VERIFIED;natural feature|promontory;
b8074f67-b9ed-45fc-b724-bb6251c5dcd9;στόμα Πόντου;char-offset:8187;PLACE;;;;;;UNVERIFIED;;
6236189c-68a0-41e9-b3b9-e18d4ef46f30;Πόντου;char-offset:8193;PLACE;http://pleiades.stoa.org/places/1224;Pontus Euxinus;43.0786852;34.7425505;water-open;VERIFIED;natural feature|water mass;
c646a81b-5d09-4b91-b28c-60dc2847a2ae;Κάραμβιν;char-offset:8216;PLACE;http://pleiades.stoa.org/places/844971;Karambis|Karambis Pr., Kerembe burnu;42.016667;33.35;cape;VERIFIED;natural feature|promontory;
86fde57b-a0fb-4043-be53-0e88f6753cf2;στόμα
Μαιώτιδος;char-offset:8241;PLACE;;;;;;UNVERIFIED;natural feature;
75a54d92-f29d-41b6-8f22-cdba9958288d;Μαιώτιδος;char-offset:8247;PLACE;http://pleiades.stoa.org/places/825318;Maeotis;45.814417000000006;35.862586;water-open;VERIFIED;natural feature|water mass|lake;
b163048b-8acd-4827-a1d3-52d8f44a9c1f;Τάναϊν;char-offset:8273;PLACE;http://pleiades.stoa.org/places/59844;Iaxartes/Silis/Tanais fl.;45.7077742;63.5889496;river;VERIFIED;natural feature|water mass|river;
5d1598a5-9342-4e09-8acb-4891aa1f57d4;πόλεως;char-offset:8305;PLACE;;;;;;UNVERIFIED;settlement;
ffe56cad-26a0-49b9-a63b-d7a59e745f0f;πόλιν;char-offset:8316;PLACE;;;;;;UNVERIFIED;settlement;
171331fd-0c06-4c84-8864-a0968658f8ca;Ἀλεξανδρείας;char-offset:8327;PLACE;http://pleiades.stoa.org/places/727070;Alexandria|Alexandria, Alexandria;31.195371;29.904133;cemetery,temple-2,architecturalcomplex,theatre,port,settlement;VERIFIED;settlement;
25ee9fe6-5c17-4722-866a-f991914609fc;Ῥόδον;char-offset:8344;PLACE;http://pleiades.stoa.org/places/590031;Rhodos (island)|Rhodos Ins., Rhodos;36.195597;27.964125;island;VERIFIED;natural feature|island;
99de749c-0f18-4097-beb4-f81840309b7b;Κνίδον;char-offset:8367;PLACE;http://pleiades.stoa.org/places/599575;Cnidus|Knidos/Cnidus, Tekir;36.686188;27.37404;settlement;VERIFIED;settlement;
97731a75-d6e2-44d8-b420-6f45d66d3afc;Κῶ;char-offset:8388;PLACE;http://pleiades.stoa.org/places/599581;Kos/Cos (island)|Kos/Cos, Kos;36.844;27.17;island;VERIFIED;natural feature|island;
9c99296a-4c85-4219-b78f-3fa7643b35cb;Σάμον;char-offset:8405;PLACE;http://pleiades.stoa.org/places/599926;Samos (island)|Samos Ins., Samos;37.73;26.84;island;VERIFIED;natural feature|island;
de2371b4-b39a-49a0-a610-989198a1a2a7;Χίον;char-offset:8425;PLACE;http://pleiades.stoa.org/places/550497;Chios (island)|Chios Ins., Chios;38.414;26.053;island;VERIFIED;natural feature|island;
f9901b77-052f-42a8-ae78-ea33303ea238;Μιτυλήνην;char-offset:8445;PLACE;http://pleiades.stoa.org/places/550763;Mytilene|Mytilene, Mitiline;39.110475;26.547048;settlement,aqueduct;VERIFIED;settlement;
0dcc7f4f-f60b-43c1-945e-b2235eaacfa8;Τένεδον;char-offset:8470;PLACE;http://pleiades.stoa.org/places/550912;Tenedos (island)|Tenedos Ins., Bozcaada;39.816667;26.05;island;VERIFIED;natural feature|island;
5dc5e273-b0f1-47ea-aefd-d624a1991e0e;Σίγειον;char-offset:8487;PLACE;http://pleiades.stoa.org/places/550878;Sigeion Pr.|Sigeion Pr., Kumkale;40.00867;26.19813;cape;VERIFIED;natural feature|promontory;
4d115c93-f09c-4c1d-971e-97da2bcbbcb6;στόμα
Πόντου;char-offset:8505;PLACE;;;;;;UNVERIFIED;natural feature;
cab9c36c-cd6c-4401-8a9c-f990fa38dbd1;Πόντου;char-offset:8511;PLACE;http://pleiades.stoa.org/places/1224;Pontus Euxinus;43.0786852;34.7425505;water-open;VERIFIED;natural feature|water mass;
805cdde3-ee02-48f9-98ef-963549a41071;Κάραμβιν;char-offset:8527;PLACE;http://pleiades.stoa.org/places/844971;Karambis|Karambis Pr., Kerembe burnu;42.016667;33.35;cape;VERIFIED;natural feature|promontory;
78107cbd-c90d-43a7-8704-7dc4c53231f1;στόμα Μαιώτιδος;char-offset:8545;PLACE;;;;;;UNVERIFIED;natural feature;
91a5a9da-2115-44c8-8865-ec55a291e557;Μαιώτιδος;char-offset:8551;PLACE;http://pleiades.stoa.org/places/825318;Maeotis;45.814417000000006;35.862586;water-open;VERIFIED;natural feature|water mass|lake;
0daa2ced-89f4-4731-98db-18af4eca71b2;Τάναϊν;char-offset:8570;PLACE;http://pleiades.stoa.org/places/59844;Iaxartes/Silis/Tanais fl.;45.7077742;63.5889496;river;VERIFIED;natural feature|water mass|river;
a039a810-7f67-4f9a-8332-4f52b6828f0c;Τάναϊν
ποταμὸν;char-offset:8570;PLACE;;;;;;UNVERIFIED;;
2a1d2d21-d096-4962-a56b-fb72dea014a9;Ἀλεξανδρείας;char-offset:8600;PLACE;http://pleiades.stoa.org/places/727070;Alexandria|Alexandria, Alexandria;31.195371;29.904133;cemetery,temple-2,architecturalcomplex,theatre,port,settlement;VERIFIED;settlement;
9b46b2f7-a92d-4470-a66f-b8b6edf95518;Τανάιδος;char-offset:8617;PLACE;http://pleiades.stoa.org/places/59844;Iaxartes/Silis/Tanais fl.;45.7077742;63.5889496;river;VERIFIED;natural feature|water mass|river;
a42c0ca7-4eab-4490-9450-e43e9316ec8a;Ἀρτεμιδώρου;char-offset:8717;PERSON;;;;;;;;
582734f7-37bc-4161-bcc7-c1457023b768;Μενίππου;char-offset:8734;PERSON;;;;;;;;
407de737-733c-4477-b006-1231ee7699d0;Γάδειρα;char-offset:8766;PLACE;http://pleiades.stoa.org/places/256177;Gadeira/Gades/Col. Augusta Gaditana|Gades/Gadeira/Col. Augusta Gaditana, Cádiz;36.528381;-6.294444;arch,theatre,townhouse,settlement;VERIFIED;settlement;
601d1c5f-8c95-4156-bf15-039006805ae3;῾Ηρακλείους
στήλας;char-offset:8821;PLACE;http://pleiades.stoa.org/places/275614;Columnae Herculis;35.9358335;-5.384583;cape;VERIFIED;;
0d294be1-721c-4e63-ad9a-f35dc2b5f66f;στήλας;char-offset:8833;PLACE;;;;;;UNVERIFIED;;
849a7888-e1c0-41c9-83f7-bdcbb9415ada;Ἰβηρικῷ;char-offset:8885;PLACE;http://pleiades.stoa.org/places/246419;Hispanum/(H)Ibericum Mare;40.0000001;1.9999999;water-open;VERIFIED;natural feature|water mass|sea;
5dd25c64-c2fd-4d3f-b518-00f75b79dd45;Ἰβηρικῷ
πελάγει;char-offset:8885;PLACE;;;;;;UNVERIFIED;;
70500197-97a2-4057-bf61-93529d0a6f17;νῆσοι Πιτυοῦσσαι;char-offset:8901;PLACE;;;;;;UNVERIFIED;;
c13ecf8b-d0a3-4ee9-8120-ddd61b0a014d;Πιτυοῦσσαι;char-offset:8907;PLACE;http://pleiades.stoa.org/places/266001;Pityussae Inss.;39.36121435;1.4532148999999999;archipelago;VERIFIED;natural feature|island;
0ed3918b-36ab-42a8-86fe-a34f150759f5;ἡ μείζων;char-offset:8918;PLACE;;;;;;UNVERIFIED;natural feature|island;
67adedcd-2493-4762-87b8-6cec37a651b5;ἡ δὲ ἐλάττων;char-offset:8958;PLACE;;;;;;UNVERIFIED;natural feature|island;
0e4292bc-a545-42e5-9265-96d8ba44b7c3;Γυμνασίων ἃς Καρχηδόνιοι Βαλιαρίας
καλοῦσιν;char-offset:8989;PLACE;;;;;;UNVERIFIED;;
e8a412d8-c566-4b17-bc10-3be18d5a46e2;Γυμνασίων;char-offset:8989;PLACE;http://pleiades.stoa.org/places/265817;Baliares/Gymnesiae Inss. (Maior et Minor)|Baliares Inss./Gymnesiae Inss., Islas Baleares;39.5;3.0;archipelago;VERIFIED;natural feature|island;
eb2216de-0f5e-46f1-a9a1-0094e229bf37;Καρχηδόνιοι;char-offset:9002;PLACE;;;;;;UNVERIFIED;;
b19c2ddd-0358-4360-b506-99eb97104294;Βαλιαρίας;char-offset:9014;PLACE;http://pleiades.stoa.org/places/265817;Baliares/Gymnesiae Inss. (Maior et Minor)|Baliares Inss./Gymnesiae Inss., Islas Baleares;39.5;3.0;archipelago;VERIFIED;natural feature|island;
9138de1e-5995-4b40-b62e-1d1732d95f21;Βαλιαρεῖς;char-offset:9071;PLACE;http://pleiades.stoa.org/places/265817;Baliares/Gymnesiae Inss. (Maior et Minor)|Baliares Inss./Gymnesiae Inss., Islas Baleares;39.5;3.0;archipelago;VERIFIED;natural feature|island;This is a place name related to the preceding string. How do we annotate that without overload?
fbbde8c3-434f-4462-96b2-9829d24406a3;ἡ μείζων;char-offset:9082;PLACE;;;;;;UNVERIFIED;natural feature|island;
d0e80612-6067-4dcc-80d2-2dbef8b9a124;ἡ ἐλάττων;char-offset:9128;PLACE;;;;;;UNVERIFIED;natural feature|island;
2284805b-ec40-45ca-9af1-a8d01862aa33;Στοιχάδες;char-offset:9156;PLACE;http://pleiades.stoa.org/places/157929;Stoechades (islands);43.009435425;6.3633469;island,archipelago;VERIFIED;natural feature|island;
